Bedrooms,Bathrooms,Address,Land area,CV,Latitude,Longitude,SA1,0-19 years,20-29 years,30-39 years,40-49 years,50-59 years,60+ years,Suburbs,2018_Census_Population,NZDep2018
5,4.0,"364 Pinecrest Drive Gulf Harbour, Auckland",104.0,3000000,-36.6246261,174.80340859999995,7001722,27,18,27,12,9,33,Gulf Harbour,129,1.0
4,2.0,"79a Atkin Avenue Mission Bay, Auckland",57.0,1900000,-36.85511810000001,174.82824440000005,7006174,39,15,27,33,18,42,Mission Bay,171,2.0
3,1.0,"95 Keegan Drive Massey, Auckland",33.0,540000,-36.8444566,174.6231946,7003825,57,24,24,30,15,12,Massey,165,10.0
3,1.0,"5/108 Station Road Papatoetoe, Auckland",8.0,480000,-36.973832,174.8415098,7008409,63,39,39,21,15,12,Papatoetoe,189,9.0
3,1.0,"3/85a Tidal Road Mangere, Auckland",7.0,490000,-36.9799062,174.8256274,7008227,60,30,27,21,12,27,Mangere,177,10.0
4,1.0,"40 Harlston Road Mount Albert, Auckland",12.0,1775000,-36.8950614,174.71025649999999,7004514,33,21,15,27,15,21,Mount Albert,126,3.0
3,1.0,"1/31 Thomas Road Mangere, Auckland",8.0,500000,-36.9733379,174.7957699,7008037,96,27,39,33,27,24,Mangere,249,9.0
3,1.0,"21 Fairmount Road Titirangi, Auckland",49.0,690000,-36.919883899999995,174.66132109999995,7007316,24,6,24,15,6,15,Titirangi,105,5.0
4,2.0,"142 Hill Road The Gardens, Auckland",84.0,890000,-37.01195560000001,174.9131413,7009845,45,39,24,21,36,27,Manurewa,195,4.0
2,1.0,"5/103 Hinemoa Street Birkenhead, Auckland",9.0,630000,-36.8170459,174.7326281,7004846,24,18,15,15,30,30,Birkenhead,135,2.0
3,1.0,"25/955 Mount Eden Road Three Kings, Auckland",8.0,490000,-36.9018811,174.75893530000005,7005469,9,21,15,18,3,42,Three Kings,111,7.0
4,4.0,"48 Kings Road Three Kings, Auckland",69.0,1425000,-36.8988174,174.74959219999997,7005232,24,33,27,15,12,9,Mount Roskill,117,7.0
5,5.0,"50 Braemar Road Rothesay Bay, Auckland",41.0,2300000,-36.72502470000001,174.7481043,7002080,48,39,24,30,33,27,Rothesay Bay,198,2.0
3,1.0,"1/112 New Windsor Road New Windsor, Auckland",7.0,650000,-36.9028184,174.709662,7004527,45,30,30,21,21,24,New Windsor,168,7.0
3,1.0,"2/28 Gloucester Road Manurewa, Auckland",9.0,495000,-37.0155102,174.87758159999996,7009543,66,45,27,12,27,30,Manurewa,198,10.0
5,4.0,"17 Greenbank Drive St Johns, Auckland",74.0,2625000,-36.8754184,174.8349235,7006333,45,24,6,33,27,39,Saint Johns,171,1.0
5,2.0,"25 Seymour Avenue Papatoetoe, Auckland",80.0,1100000,-36.96529879999999,174.85797340000005,7008515,78,63,60,27,30,48,Papatoetoe,306,7.0
5,3.0,"20 Clive Road Epsom, Auckland",131.0,3900000,-36.8735266,174.7670636,7005561,90,33,12,15,27,45,Epsom,219,2.0
4,3.0,"1b Roby Street Te Atatu Peninsula, Auckland",30.0,1160000,-36.83828270000001,174.65450969999995,7004216,39,12,24,24,12,24,Te Atatu Peninsula,138,7.0
3,1.0,"31 Hereford Street Te Atatu Peninsula, Auckland",67.0,980000,-36.8384958,174.65464369999995,7004216,39,12,24,24,12,24,Te Atatu Peninsula,138,7.0
4,2.0,"6 Mansion Court West Harbour, Auckland",50.0,1150000,-36.81402620000001,174.6412919,7002280,60,36,18,36,42,36,West Harbour,213,1.0
3,1.0,"3a Mclennan Road Mount Wellington, Auckland",8.0,580000,-36.9273044,174.8495935,7008448,57,45,33,21,18,21,Mount Wellington,195,10.0
3,1.0,"6a Dennis Road Papatoetoe, Auckland",35.0,1450000,-36.9773939,174.87510680000003,7008765,33,39,21,12,21,3,Papatoetoe,135,10.0
5,3.0,"10 Paripari Street Flat Bush, Auckland",32.0,660000,-36.98017120000001,174.9361137,7009314,21,18,9,15,6,6,Flat Bush,78,7.0
7,5.0,"17 Golden Avenue Flat Bush, Auckland",39.0,700000,-36.9766548,174.9241208,7009314,21,18,9,15,6,6,Flat Bush,78,7.0
7,5.0,"7 Ballinabreen Road Flat Bush, Auckland",42.0,1475000,-36.9806461,174.9295512,7009314,21,18,9,15,6,6,Flat Bush,78,7.0
5,4.0,"27 Paripari Street Flat Bush, Auckland",32.0,660000,-36.9794367,174.9359015,7009314,21,18,9,15,6,6,Flat Bush,78,7.0
5,4.0,"28 Matahae Drive Flat Bush, Auckland",32.0,660000,-36.979867299999995,174.935215,7009314,21,18,9,15,6,6,Flat Bush,78,7.0
4,2.0,"1/12 Shera Road Remuera, Auckland",18.0,1625000,-36.873373,174.79337560000005,7005832,57,27,15,18,30,27,Remuera,180,4.0
5,3.0,"46 St Marys Road St Marys Bay, Auckland",63.0,4650000,-36.84575820000001,174.745697,7005079,30,15,24,36,39,51,Saint Marys Bay,198,2.0
3,1.0,"3 Midgley Road West Harbour, Auckland",38.0,750000,-36.8200841,174.6256524,7003775,69,21,42,18,9,6,West Harbour,162,8.0
3,2.0,"67 Middleton Road Remuera, Auckland",39.0,2125000,-36.868233000000004,174.7830276,7005719,24,24,18,18,24,12,Remuera,123,1.0
3,2.0,"309 Victoria Street West Pukekohe, Auckland",31.0,280000,-37.2066601,174.88451919999997,7010468,87,60,81,45,39,42,Pukekohe,345,5.0
4,2.0,"7 Tamatea Drive Snells Beach, Auckland",55.0,740000,-36.414085799999995,174.7242024,7001328,57,15,27,33,30,105,Snells Beach,261,5.0
3,2.0,"17 Matangi Terrace Snells Beach, Auckland",81.0,810000,-36.4148331,174.7238749,7001328,57,15,27,33,30,105,Snells Beach,261,5.0
6,3.0,"89 Pacific Parade Army Bay, Auckland",85.0,1325000,-36.6026993,174.802068,7001700,45,15,24,33,39,54,Army Bay,210,1.0
3,1.0,"28 Te Arawa Street Orakei, Auckland",14.0,1300000,-36.8531726,174.82464330000005,7006154,27,24,24,15,18,24,Orakei,135,5.0
4,1.0,"26 Donzella Place Conifer Grove, Auckland",80.0,840000,-37.04915250000001,174.9108138,7009903,33,15,12,15,21,33,Conifer Grove,132,3.0
5,3.0,"26a Vanessa Crescent Glendowie, Auckland",114.0,4000000,-36.8685549,174.8798402,7006673,45,15,9,27,21,45,Glendowie,165,2.0
3,2.0,"42a Elizabeth Street Tuakau, Auckland",98.0,1425000,-37.2612474,174.93893880000005,7010984,30,12,15,18,15,27,Tuakau,117,5.0
4,2.0,"4 Rees Way Tuakau, Auckland",43.0,670000,-37.262183,174.9402622,7010984,30,12,15,18,15,27,Tuakau,117,5.0
4,3.0,"21 Michaels Avenue Ellerslie, Auckland",62.0,1650000,-36.8958961,174.82036530000005,7006127,39,27,27,30,15,12,Ellerslie,147,5.0
4,2.0,"37 Cheriton Road Mellons Bay, Auckland",80.0,1425000,-36.8871669,174.92818369999995,7006939,39,15,15,18,33,45,Mellons Bay,159,3.0
3,1.0,"9 Dublin Street Pukekohe, Auckland",39.0,530000,-37.1970898,174.90051730000005,7010357,45,27,33,15,24,39,Pukekohe,180,9.0
5,4.0,"73b Shore Road Remuera, Auckland",127.0,4300000,-36.8648621,174.7985754,7005821,39,18,12,18,30,30,Remuera,150,4.0
4,3.0,"6 Keiha Crescent Massey, Auckland",40.0,920000,-36.8281956,174.6150304,7003619,84,51,69,60,36,39,Massey,333,2.0
2,2.0,"806/39-47 Union Street Auckland Central, Auckland",8.0,700000,-36.8516708,174.7560052,7005291,57,270,138,30,15,18,Auckland Central,522,8.0
2,2.0,"908/39-47 Union Street Auckland Central, Auckland",8.0,430000,-36.8516708,174.7560052,7005291,57,270,138,30,15,18,Auckland Central,522,8.0
4,1.0,"51 Ashgrove Road Mangere, Auckland",96.0,670000,-36.970082,174.80525580000003,7008126,42,27,12,12,12,9,Mangere,114,10.0
4,2.0,"4 Korama Lane New Lynn, Auckland",10.0,900000,-36.904331799999994,174.68384419999995,7004358,33,60,45,24,27,36,New Lynn,225,8.0
4,2.0,"14 Korama Lane New Lynn, Auckland",12.0,920000,-36.904331799999994,174.68384419999995,7004358,33,60,45,24,27,36,New Lynn,225,8.0
4,2.0,"8 Korama Lane New Lynn, Auckland",17.0,940000,-36.904331799999994,174.68384419999995,7004358,33,60,45,24,27,36,New Lynn,225,8.0
4,2.0,"10 Korama Lane New Lynn, Auckland",10.0,900000,-36.904331799999994,174.68384419999995,7004358,33,60,45,24,27,36,New Lynn,225,8.0
4,2.0,"9c Tomes Lane Favona, Auckland",40.0,500000,-36.9530178,174.813736,7008092,72,27,15,24,18,6,Favona,162,9.0
3,2.0,"6/71 Kolmar Road Papatoetoe, Auckland",10.0,1000000,-36.974782,174.8565882,7008640,63,72,42,30,21,48,Papatoetoe,279,7.0
7,2.0,"43-45 Walters Road Takanini, Auckland",241.0,600000,-37.04908010000001,174.93472769999997,7010037,54,42,33,21,15,24,Takanini,192,9.0
3,2.0,"118 Reihana Street Orakei, Auckland",8.0,2075000,-36.8604806,174.8216994,7006043,36,24,27,18,27,39,Orakei,171,10.0
3,2.0,"118 Reihana Street Orakei, Auckland",8.0,2075000,-36.8604806,174.8216994,7006043,36,24,27,18,27,39,Orakei,171,10.0
4,2.0,"54 Beach Road Mellons Bay, Auckland",94.0,1790000,-36.8899244,174.9359161,7006986,54,18,15,33,24,39,Mellons Bay,186,2.0
3,1.0,"3/22 Mainston Road Remuera, Auckland",68.0,1260000,-36.8829671,174.81212240000005,7006096,48,24,24,39,27,27,Remuera,195,4.0
4,2.0,"16a Mainston Road Remuera, Auckland",21.0,1360000,-36.8832505,174.811194,7006096,48,24,24,39,27,27,Remuera,195,4.0
3,1.0,"12 Kaiwaka Road Waiuku, Auckland",144.0,640000,-37.257248,174.7348917,7010436,54,15,21,24,24,36,Waiuku,171,7.0
6,3.0,"39 Hilltop Road Flat Bush, Auckland",62.0,1150000,-36.9865073,174.9049914,7008990,60,45,42,33,24,18,Flat Bush,213,7.0
5,4.0,"15 Lammermoore Drive St Heliers, Auckland",199.0,7000000,-36.863985,174.8519671,7006417,51,27,9,21,42,51,St Heliers,192,1.0
5,4.0,"35 Lammermoor Drive St Heliers, Auckland",81.0,3600000,-36.862909,174.85108369999998,7006417,51,27,9,21,42,51,St Heliers,192,1.0
4,3.0,"Lot 2/10 Whitmore Road Mount Roskill, Auckland",39.0,1175000,-36.9257759,174.74583940000005,7007739,66,57,63,24,33,54,Mount Roskill,297,8.0
8,4.0,"30 Florence Daly Place, Auckland",99.0,1250000,-36.926492100000004,174.74812980000004,7007739,66,57,63,24,33,54,Mount Roskill,297,8.0
5,3.0,"671 Richardson Road, Auckland",84.0,1125000,-36.9254157,174.7467049,7007739,66,57,63,24,33,54,Mount Roskill,297,8.0
3,1.0,"55 Rathgar Road Henderson, Auckland",87.0,835000,-36.867483299999996,174.62131069999995,7003862,54,30,27,27,15,21,Henderson,183,9.0
3,1.0,"61a Wairiki Road Mount Eden, Auckland",40.0,1450000,-36.8895914,174.7520841,7005203,36,27,21,27,12,24,Mount Eden,150,4.0
3,2.0,"3/69 St Stephens Avenue Parnell, Auckland",18.0,2750000,-36.855511299999996,174.78838090000005,7005662,42,24,27,27,21,57,Parnell,195,1.0
3,2.0,"16a O'halloran Road Howick, Auckland",40.0,1050000,-36.893851700000006,174.92262019999995,7006905,21,18,3,15,15,24,Howick,96,3.0
2,1.0,"1/10 Grantham Road Papatoetoe, Auckland",7.0,560000,-36.9795206,174.87921210000005,7008768,33,21,21,18,12,21,Papatoetoe,126,8.0
4,1.0,"62 Kivell Close Mangere, Auckland",69.0,650000,-36.964788899999995,174.8096399,7008118,69,15,27,30,15,12,Mangere East,168,10.0
3,1.0,"4 Atkinson Avenue Papatoetoe, Auckland",82.0,765000,-36.992290600000004,174.858979,7009405,30,30,12,12,3,6,Papatoetoe,105,8.0
4,1.0,"16 Ririno Place Manurewa, Auckland",81.0,550000,-37.028742,174.8752312,7009580,84,39,33,27,21,24,Manurewa,222,10.0
3,1.0,"5a Clarice Place Takanini, Auckland",9.0,490000,-37.03796610000001,174.9289185,7010014,75,36,24,30,24,24,Takanini,225,10.0
3,1.0,"34 Beaubank Road Kelston, Auckland",84.0,830000,-36.8972398,174.6707393,7004279,54,24,24,27,33,24,Kelston,183,6.0
4,2.0,"1102 Whangaparaoa Road Tindalls Beach, Auckland",76.0,1575000,-36.618976,174.7738847,7001676,30,6,15,12,18,30,Tindalls Beach,111,4.0
2,1.0,"1102a Whangaparaoa Road Tindalls Beach, Auckland",75.0,960000,-36.618976,174.7738847,7001676,30,6,15,12,18,30,Tindalls Beach,111,4.0
3,1.0,"680 Great North Road Grey Lynn, Auckland",60.0,1550000,-36.864796999999996,174.73345890000004,7004943,21,54,33,21,15,24,Grey Lynn,174,7.0
3,1.0,"36 Japonica Drive Beach Haven, Auckland",65.0,695000,-36.7950265,174.69399840000003,7002434,48,15,12,18,15,9,Beach Haven,117,8.0
5,2.0,"8 Meyrick Place Meadowbank, Auckland",88.0,1875000,-36.8703363,174.8294094,7006191,21,9,12,15,18,27,Meadowbank,102,1.0
4,3.0,"7-9 Glen Atkinson Street St Heliers, Auckland",175.0,6500000,-36.8661752,174.84977959999995,7006420,42,21,12,21,39,39,St Heliers,174,1.0
4,3.0,"43 Glen Atkinson Street, Auckland",153.0,3550000,-36.86712120000001,174.8476095,7006420,42,21,12,21,39,39,St Heliers,174,1.0
3,1.0,"13 Wordsworth Road Manurewa, Auckland",67.0,540000,-37.0267161,174.88453619999999,7009670,72,36,24,18,15,18,Manurewa,177,10.0
2,1.0,"10 Bay Road Palm Beach, Auckland",92.0,920000,-36.784985799999994,175.0462789,7003374,30,15,9,24,15,30,Ostend,123,7.0
4,4.0,"251 Harbourside Drive Karaka, Auckland",56.0,1750000,-37.062185,174.9214206,7009990,33,12,15,21,18,30,Karaka,129,1.0
4,2.0,"117 Celtic Crescent Ellerslie, Auckland",60.0,1300000,-36.888343400000004,174.8198618,7006114,42,12,36,24,12,33,Ellerslie,153,3.0
4,1.0,"22 Pigeon Mountain Road Half Moon Bay, Auckland",101.0,2550000,-36.8851289,174.9011172,7006814,54,9,18,30,36,51,Half Moon Bay,201,4.0
4,3.0,"69 Prince Regent Drive Half Moon Bay, Auckland",73.0,1350000,-36.8891292,174.89535880000003,7006723,51,21,18,30,21,21,Half Moon Bay,162,5.0
5,4.0,"10 Mantis Lane Hobsonville, Auckland",33.0,545000,-36.801329100000004,174.666149,7002304,33,30,24,15,12,18,Hobsonville,135,4.0
5,3.0,"2a Landette Road Manurewa, Auckland",24.0,2325000,-37.0310912,174.8725122,7009582,90,33,24,21,21,3,Manurewa,192,10.0
4,2.0,"532 Chapel Road East Tamaki, Auckland",59.0,1100000,-36.939972,174.9131935,7009039,33,18,15,27,12,21,East Tamaki,126,4.0
4,2.0,"90 Aroha Avenue Sandringham, Auckland",78.0,1825000,-36.8785526,174.736405,7004975,27,66,72,30,12,18,Sandringham,228,3.0
5,3.0,"27 Margaret Road Papatoetoe, Auckland",20.0,1450000,-36.988448999999996,174.84477080000005,7009388,63,39,36,9,15,6,Papatoetoe,168,10.0
4,2.0,"18a Manawa Road Remuera, Auckland",46.0,1725000,-36.8678378,174.80235969999995,7005966,45,30,15,24,21,27,Remuera,168,2.0
3,1.0,"18 Serrita Avenue Sunnyhills, Auckland",69.0,1150000,-36.89801,174.89069540000003,7006699,45,12,15,33,12,15,Sunnyhills,135,3.0
3,2.0,"A1/27-29 Towai Street St Heliers, Auckland",23.0,2450000,-36.8570908,174.8502488,7006413,36,18,9,21,27,66,St Heliers,174,3.0
3,2.0,"47 Milano Boulevard Karaka, Auckland",119.0,2100000,-37.065132899999995,174.9140949,7009923,30,18,18,21,27,30,Karaka,147,1.0
4,3.0,"69 Milano Boulevard Karaka, Auckland",57.0,1550000,-37.06610560000001,174.91237180000005,7009923,30,18,18,21,27,30,Karaka,147,1.0
2,1.0,"2322 State Highway 16 Helensville, Auckland",521.0,730000,-36.6792597,174.4379383,7001365,39,24,18,24,27,30,Helensville,162,4.0
4,2.0,"12 Williams Road Hobsonville, Auckland",45.0,1125000,-36.8005504,174.6451824,7002271,12,12,9,6,9,75,Hobsonville,129,7.0
4,2.0,"1/90 Maich Road Manurewa, Auckland",13.0,650000,-37.0144149,174.8894841,7009644,78,42,39,24,24,21,Manurewa,228,8.0
3,1.0,"1/662 East Coast Road Pinehill, Auckland",8.0,830000,-36.7285787,174.73024640000003,7002686,36,36,33,27,27,30,Pinehill,183,5.0
2,1.0,"1a Rewiti Street Orakei, Auckland",8.0,1060000,-36.8551765,174.81299669999999,7005958,15,27,12,6,30,27,Orakei,120,3.0
4,2.0,"1 Kingsgate Place Dannemora, Auckland",41.0,1325000,-36.92295170000001,174.92284850000001,7009157,15,9,15,3,15,483,Dannemora,534,6.0
3,1.0,"7 Portrush Lane Takanini, Auckland",36.0,600000,-37.0383231,174.916708,7009911,51,36,24,18,6,18,Takanini,150,7.0
4,2.0,"318 Sea View Road Onetangi, Auckland",517.0,2300000,-36.7827438,175.0620241,7003376,39,21,15,30,24,60,Ostend,189,1.0
5,2.0,"13b Maioro Street New Windsor, Auckland",17.0,1090000,-36.907443900000004,174.7156062,7004673,36,36,27,12,15,27,New Windsor,147,8.0
6,4.0,"460 Union Road Pukekohe, Auckland",46.0,2075000,-37.201272700000004,174.8158397,7010456,42,15,18,27,21,33,Mauku,150,5.0
3,1.0,"2/6 Woodside Road Manurewa, Auckland",11.0,530000,-37.0254779,174.899302,7009794,54,33,27,27,12,12,Manurewa,162,10.0
5,3.0,"1 Kumar Place The Gardens, Auckland",58.0,1130000,-37.008384899999996,174.9171628,7009942,48,36,27,21,27,24,The Gardens,183,3.0
4,2.0,"200b Old Titirangi Road Titirangi, Auckland",45.0,835000,-36.9209739,174.6637504,7007315,42,21,21,24,21,21,Titirangi,150,6.0
6,3.0,"21 Mull Place Wattle Downs, Auckland",126.0,1690000,-37.0491615,174.89424590000004,7009717,42,21,18,15,12,42,Wattle Downs,150,5.0
3,1.0,"12 Talavera Place Te Atatu South, Auckland",10.0,612000,-36.8807816,174.6550089,7004150,48,24,39,21,24,33,Te Atatu South,189,9.0
5,3.0,"25 Cunliffe Place Glenfield, Auckland",140.0,1100000,-36.77687570000001,174.717903,7002619,54,54,42,21,27,30,Glenfield,231,3.0
2,1.0,"1/68 Ireland Road Panmure, Auckland",7.0,510000,-36.907872999999995,174.8431008,7008326,36,42,36,30,12,15,Mount Wellington,180,3.0
5,3.0,"92a East Tamaki Road Papatoetoe, Auckland",53.0,980000,-36.9657304,174.864446,7008619,45,24,30,15,18,6,Papatoetoe,141,8.0
5,2.0,"28 Entrican Avenue Remuera, Auckland",81.0,3075000,-36.8794045,174.80698280000001,7005989,30,9,6,24,24,18,Remuera,114,1.0
4,2.0,"8 Springtide Place Red Beach, Auckland",61.0,1000000,-36.608833399999995,174.6836301,7001514,48,3,12,33,15,24,Red Beach,132,1.0
5,4.0,"16 Kilcooley Road Flat Bush, Auckland",35.0,1275000,-36.967034399999996,174.9359253,7009309,108,63,93,63,30,51,Flat Bush,408,1.0
2,1.0,"3/15 Nihill Crescent Mission Bay, Auckland",8.0,740000,-36.8520455,174.8302353,7006171,18,18,9,15,18,36,Mission Bay,111,3.0
4,4.0,"10 Codrington Crescent Mission Bay, Auckland",82.0,5300000,-36.853008700000004,174.8295425,7006171,18,18,9,15,18,36,Mission Bay,111,3.0
5,3.0,"19 Takitimu Street Orakei, Auckland",47.0,2550000,-36.85383220000001,174.82258969999995,7006159,54,18,15,15,21,27,Orakei,156,9.0
4,3.0,"42 Marua Road Ellerslie, Auckland",27.0,1725000,-36.8898532,174.81645880000005,7006118,48,33,48,30,18,27,Ellerslie,204,3.0
4,3.0,"3c The Rise St Heliers, Auckland",54.0,3500000,-36.8462688,174.86509880000003,7006474,66,18,30,33,39,45,St Heliers,228,1.0
3,2.0,"4 Springcombe Road, Auckland",44.0,3100000,-36.8463819,174.8625265,7006474,66,18,30,33,39,45,St Heliers,228,1.0
1,1.0,"2/37 Mahia Road Manurewa, Auckland",7.0,445000,-37.0391848,174.8809426,7009597,120,42,42,27,27,33,Weymouth,291,10.0
2,2.0,"1164 Huia Road Huia, Auckland",80.0,750000,-37.0030833,174.573895,7007109,84,21,45,54,51,60,Huia,321,4.0
3,2.0,"22a Puriri Avenue Greenlane, Auckland",13.0,1575000,-36.89294,174.79404269999995,7005883,57,30,30,30,33,21,Greenlane,207,4.0
4,2.0,"537 Hillsborough Road Mount Roskill, Auckland",105.0,1500000,-36.9278156,174.7295621,7007629,51,33,27,27,21,39,Mount Roskill,201,5.0
4,2.0,"112 Albany Heights Albany, Auckland",1175.0,1700000,-36.7114221,174.68332719999995,7001807,18,9,9,9,21,15,Albany Heights,84,2.0
2,2.0,"30 Bel Air Drive Hillsborough, Auckland",105.0,1275000,-36.919146500000004,174.7643573,7007771,24,33,24,15,21,15,Hillsborough,132,4.0
4,1.0,"7 Tiari Place Mangere, Auckland",56.0,660000,-36.972631799999995,174.82683169999999,7008296,78,39,33,27,30,21,Mangere East,228,8.0
3,1.0,"362 Blockhouse Bay Road Blockhouse Bay, Auckland",91.0,640000,-36.9117146,174.7022303,7007517,48,42,33,27,36,39,Blockhouse Bay,213,4.0
4,3.0,"26d Roseville Street New Windsor, Auckland",15.0,999000,-36.904061799999994,174.71738180000003,7004665,27,27,21,18,24,12,New Windsor,141,7.0
4,2.0,"26c Roseville Street New Windsor, Auckland",15.0,999000,-36.904061799999994,174.71738180000003,7004665,27,27,21,18,24,12,New Windsor,141,7.0
3,1.0,"236 Kaiaraara Bay Road Great Barrier Island, Auckland",563.0,580000,-36.17765470000001,175.3590697,7001130,39,9,18,24,24,42,Great Barrier Island (Aotea Island),153,9.0
3,2.0,"91c East Tamaki Road Papatoetoe, Auckland",37.0,820000,-36.9671685,174.8649469,7008620,45,30,27,21,18,15,Papatoetoe,165,9.0
4,4.0,"201a St Andrews Road Epsom, Auckland",60.0,3700000,-36.902012400000004,174.76128559999995,7005467,36,15,6,21,18,30,Epsom,135,1.0
5,2.0,"22 Landscape Road, Auckland",120.0,660000,-36.9005066,174.7601404,7005467,36,15,6,21,18,30,Mount Eden,135,1.0
3,3.0,"209D St Andrews Road, Auckland",54.0,1600000,-36.9017294,174.76061819999995,7005467,36,15,6,21,18,30,Epsom,135,1.0
4,2.0,"4 Ross Place Opaheke, Auckland",71.0,850000,-37.0756141,174.9473467,7010134,54,18,24,33,30,51,Opaheke,210,6.0
6,4.0,"21 Armadale Road Remuera, Auckland",128.0,4400000,-36.88314550000001,174.7933358,7005859,30,30,3,15,15,18,Remuera,108,6.0
2,2.0,"8 Tawa Street Oneroa, Auckland",123.0,1850000,-36.786035299999995,175.0185042,7003344,21,9,12,21,18,48,Oneroa,126,4.0
4,3.0,"24 Aldred Road Remuera, Auckland",92.0,3550000,-36.873779799999994,174.7963636,7005837,66,12,3,33,45,36,Remuera,198,1.0
3,1.0,"1/57 Kelvin Road Papakura, Auckland",9.0,540000,-37.0637794,174.9590698,7010192,81,48,45,27,30,27,Papakura,261,9.0
4,2.0,"21 Silkwood Grove Totara Heights, Auckland",87.0,900000,-36.9978874,174.9029335,7009748,45,36,24,24,39,42,Totara Heights,207,3.0
4,2.0,"19 Roadley Avenue Sunnyhills, Auckland",78.0,1550000,-36.90018720000001,174.8813948,7006690,42,12,12,27,27,27,Sunnyhills,159,2.0
4,3.0,"11 Fort Lincoln Loop Karaka, Auckland",30.0,920000,-37.0817356,174.902696,7009834,21,0,6,21,12,15,Karaka,75,5.0
5,3.0,"1 Tuangi Street Long Bay, Auckland",48.0,1500000,-36.6902805,174.7422363,7002020,57,24,36,30,30,24,Long Bay,198,2.0
5,3.0,"9 Tuangi Street Long Bay, Auckland",46.0,1450000,-36.6903871,174.7420748,7002020,57,24,36,30,30,24,Long Bay,198,2.0
5,4.0,"9 Ngaio Street Orakei, Auckland",48.0,610000,-36.8591469,174.81405619999995,7006054,24,15,18,18,18,33,Orakei,126,6.0
1,1.0,"108 Hill Road Palm Beach, Auckland",473.0,710000,-36.7852451,175.04199219999995,7003365,27,9,18,18,24,48,Palm Beach,144,6.0
3,1.0,"34 Regent Street Papatoetoe, Auckland",146.0,1175000,-36.9798783,174.8691556,7008659,51,39,30,21,21,30,Papatoetoe,195,8.0
4,2.0,"24 Lemonwood Place The Gardens, Auckland",101.0,1000000,-37.0098989,174.9140007,7009843,45,27,21,21,42,42,The Gardens,189,3.0
4,2.0,"25 Kuripaka Crescent The Gardens, Auckland",77.0,1030000,-37.0094625,174.9125187,7009843,45,27,21,21,42,42,The Gardens,189,3.0
3,2.0,"7 Phoenix Place Papatoetoe, Auckland",87.0,840000,-36.97466970000001,174.83922130000005,7008422,39,30,30,9,9,9,Papatoetoe,120,9.0
4,2.0,"15 Gulf Harbour Drive Gulf Harbour, Auckland",106.0,1025000,-36.6100686,174.78517490000004,7001688,45,12,15,27,30,51,Gulf Harbour,171,2.0
3,2.0,"4 Portobello Place Torbay, Auckland",98.0,1125000,-36.6990528,174.72989740000003,7001939,51,36,24,42,30,18,Torbay,201,3.0
5,3.0,"93 Popes Road Takanini, Auckland",2022.0,2975000,-37.02897279999999,174.9313296,7010010,51,24,21,18,27,30,Takanini,174,9.0
3,1.0,"42 Clifton Road Herne Bay, Auckland",129.0,5200000,-36.8455501,174.7296588,7004702,45,9,12,33,30,24,Herne Bay,159,2.0
4,2.0,"35 Sunnyside Road Sunnyvale, Auckland",286.0,1250000,-36.8978289,174.63568130000004,7004025,42,33,27,21,15,15,Sunnyvale,147,7.0
2,1.0,"10/10 Gerard Way St Johns, Auckland",10.0,800000,-36.8748599,174.83010890000003,7006208,12,12,9,9,12,90,Saint Johns,150,1.0
3,2.0,"64 Wattle Farm Road Wattle Downs, Auckland",61.0,860000,-37.0439703,174.8906819,7009712,27,6,15,15,9,30,Wattle Downs,99,2.0
3,1.0,"4/38 Hall Avenue Otahuhu, Auckland",7.0,475000,-36.945907299999995,174.8425462,7008371,57,36,39,27,30,39,Otahuhu,225,10.0
3,2.0,"3 Maynard Place Mangere Bridge, Auckland",90.0,1175000,-36.945839,174.77864069999995,7007832,42,21,33,27,21,36,Mangere Bridge,189,4.0
3,2.0,"192 Orakei Road Remuera, Auckland",23.0,3375000,-36.8682435,174.80536919999997,7005964,27,15,3,12,24,30,Remuera,105,5.0
5,4.0,"Lot 1/78 Mahia Road Manurewa, Auckland",27.0,1050000,-37.03813579999999,174.888505,7009698,102,24,27,21,9,15,Wattle Downs,201,10.0
3,2.0,"93 Beaumonts Way Manurewa, Auckland",71.0,640000,-37.0284281,174.9010774,7009799,36,36,24,18,9,21,Manurewa,138,9.0
3,2.0,"93 Beaumonts Way Manurewa, Auckland",71.0,640000,-37.0284281,174.9010774,7009799,36,36,24,18,9,21,Manurewa,138,9.0
3,1.0,"51 Beaumonts Way Manurewa, Auckland",67.0,580000,-37.0278558,174.9005844,7009799,36,36,24,18,9,21,Manurewa,138,9.0
3,1.0,"4 Anson Place St Johns, Auckland",60.0,1060000,-36.8746381,174.8487666,7006443,51,30,45,30,21,27,Saint Johns,189,7.0
6,3.0,"60 Tironui Road Takanini, Auckland",51.0,810000,-37.053133,174.9336381,7010041,84,45,21,21,21,33,Takanini,231,10.0
5,3.0,"68a John Walker Drive Manurewa, Auckland",20.0,350000,-37.0312948,174.8722419,7009479,69,30,24,15,18,9,Manurewa,156,10.0
4,2.0,"54 Godden Crescent Mission Bay, Auckland",38.0,2450000,-36.8587355,174.8300794,7006179,36,15,12,15,30,27,Mission Bay,132,1.0
3,1.0,"2/87a Woodglen Road Glen Eden, Auckland",10.0,640000,-36.9163925,174.64256630000003,7007193,60,24,33,30,21,12,Glen Eden,177,9.0
